# 2025/08/31 23:14:35
#
# ---------------------------------------------------------------------------
#    CDFS017345 - stellar continuum spectrum - ficus.py
# ---------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# ssp_models  --> sb99
# neb_mode    --> off
# Zarray      --> ['0001', '0002', '0008', '0014']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 100
# plot_mode   --> yes
# 
# wave(A)        Flux.OBS         Flux.ERR         Flux.SPEC  Flux.SPECerr   
   +1.68010e+03     +6.70869e-01     +1.04239e-01     +4.72026e-19     +5.43464e-21
   +1.68066e+03     +5.50924e-01     +1.03258e-01     +4.70673e-19     +5.05687e-21
   +1.68121e+03     +6.78658e-01     +1.18967e-01     +4.69161e-19     +4.68539e-21
   +1.68176e+03     +6.55280e-01     +1.59181e-01     +4.68138e-19     +4.48348e-21
   +1.68232e+03     +8.35384e-01     +1.74626e-01     +4.67894e-19     +4.48467e-21
   +1.68287e+03     +9.96699e-01     +1.77083e-01     +4.68349e-19     +4.65740e-21
   +1.68343e+03     +8.34176e-01     +1.81793e-01     +4.68863e-19     +4.86496e-21
   +1.68398e+03     +7.77512e-01     +1.71751e-01     +4.68852e-19     +4.95748e-21
   +1.68454e+03     +6.73761e-01     +1.41321e-01     +4.67896e-19     +4.81263e-21
   +1.68509e+03     +7.84447e-01     +1.31117e-01     +4.65683e-19     +4.36229e-21
   +1.68565e+03     +8.80761e-01     +1.28399e-01     +4.62653e-19     +3.85874e-21
   +1.68620e+03     +6.06330e-01     +1.20747e-01     +4.59636e-19     +3.61908e-21
   +1.68675e+03     +5.34397e-01     +1.22619e-01     +4.57747e-19     +3.62461e-21
   +1.68731e+03     +5.96923e-01     +1.28166e-01     +4.57806e-19     +3.62094e-21
   +1.68786e+03     +8.66634e-01     +1.34098e-01     +4.59275e-19     +3.71074e-21
   +1.68842e+03     +5.53749e-01     +1.41900e-01     +4.61127e-19     +4.05079e-21
   +1.68897e+03     +4.71861e-01     +1.36007e-01     +4.62170e-19     +4.38880e-21
   +1.68953e+03     +4.73312e-01     +1.25107e-01     +4.61936e-19     +4.43420e-21
   +1.69008e+03     +8.68392e-01     +1.22821e-01     +4.61006e-19     +4.27521e-21
   +1.69063e+03     +6.81589e-01     +1.24361e-01     +4.60133e-19     +4.10585e-21
   +1.69119e+03     +6.93977e-01     +1.49065e-01     +4.59868e-19     +4.05580e-21
   +1.69174e+03     +7.13722e-01     +1.61245e-01     +4.60013e-19     +4.11085e-21
   +1.69230e+03     +4.64365e-01     +1.61887e-01     +4.60100e-19     +4.19238e-21
   +1.69285e+03     +7.35259e-01     +1.58210e-01     +4.59690e-19     +4.20664e-21
   +1.69341e+03     +6.32919e-01     +1.42642e-01     +4.58358e-19     +4.06420e-21
   +1.69396e+03     +8.09211e-01     +1.19252e-01     +4.56412e-19     +3.89353e-21
   +1.69452e+03     +5.77612e-01     +1.24951e-01     +4.54603e-19     +3.87328e-21
   +1.69507e+03     +5.96847e-01     +1.28551e-01     +4.53787e-19     +3.90249e-21
   +1.69562e+03     +9.04704e-01     +1.30584e-01     +4.54358e-19     +3.86255e-21
   +1.69618e+03     +7.41565e-01     +1.30622e-01     +4.55579e-19     +3.99477e-21
   +1.69673e+03     +2.38378e-01     +1.37579e-01     +4.56607e-19     +4.30262e-21
   +1.69729e+03     +8.17204e-01     +1.62888e-01     +4.56804e-19     +4.45174e-21
   +1.69784e+03     +8.08200e-01     +1.70794e-01     +4.56038e-19     +4.32532e-21
   +1.69840e+03     +8.06318e-01     +1.70552e-01     +4.54574e-19     +4.08973e-21
   +1.69895e+03     +7.34813e-01     +1.68930e-01     +4.52582e-19     +3.86498e-21
   +1.69950e+03     +6.18467e-01     +1.42305e-01     +4.50238e-19     +3.70197e-21
   +1.70006e+03     +6.26600e-01     +1.08832e-01     +4.48041e-19     +3.63045e-21
   +1.70061e+03     +6.51630e-01     +1.02757e-01     +4.46650e-19     +3.63994e-21
   +1.70117e+03     +8.13404e-01     +1.12539e-01     +4.46542e-19     +3.67228e-21
   +1.70172e+03     +6.97952e-01     +1.24295e-01     +4.47771e-19     +3.71145e-21
   +1.70228e+03     +6.56514e-01     +1.25705e-01     +4.49546e-19     +3.85470e-21
   +1.70283e+03     +5.15240e-01     +1.27695e-01     +4.51136e-19     +4.17601e-21
   +1.70339e+03     +8.78592e-01     +1.36512e-01     +4.52095e-19     +4.61227e-21
   +1.70394e+03     +6.90299e-01     +1.60859e-01     +4.52044e-19     +4.95170e-21
   +1.70449e+03     +5.86619e-01     +1.77690e-01     +4.50958e-19     +5.03245e-21
   +1.70505e+03     +7.67347e-01     +1.85052e-01     +4.48912e-19     +4.83488e-21
   +1.70560e+03     +8.48418e-01     +1.93879e-01     +4.46072e-19     +4.51247e-21
   +1.70616e+03     +6.05214e-01     +1.85982e-01     +4.42981e-19     +4.34322e-21
   +1.70671e+03     +8.03501e-01     +1.56563e-01     +4.40524e-19     +4.43140e-21
   +1.70727e+03     +4.87286e-01     +1.48637e-01     +4.39303e-19     +4.60275e-21
   +1.70782e+03     +8.18765e-01     +1.54940e-01     +4.39387e-19     +4.74305e-21
   +1.70837e+03     +5.08037e-01     +1.48944e-01     +4.40222e-19     +4.88505e-21
   +1.70893e+03     +4.24803e-01     +1.46960e-01     +4.40534e-19     +5.02495e-21
   +1.70948e+03     +3.95868e-01     +1.50895e-01     +4.39439e-19     +5.03981e-21
   +1.71004e+03     +5.37226e-01     +1.49100e-01     +4.36581e-19     +4.88991e-21
   +1.71059e+03     +4.69490e-01     +1.38757e-01     +4.32538e-19     +4.74736e-21
   +1.71115e+03     +3.72411e-01     +1.37657e-01     +4.28811e-19     +4.75255e-21
   +1.71170e+03     +3.50498e-01     +1.47640e-01     +4.26797e-19     +4.74495e-21
   +1.71226e+03     +4.22939e-01     +1.54272e-01     +4.27046e-19     +4.57296e-21
   +1.71281e+03     +5.82491e-01     +1.49791e-01     +4.29505e-19     +4.34708e-21
   +1.71336e+03     +6.62094e-01     +1.46788e-01     +4.32652e-19     +4.29746e-21
   +1.71392e+03     +8.75289e-01     +1.42399e-01     +4.35315e-19     +4.34821e-21
   +1.71447e+03     +8.61843e-01     +1.23117e-01     +4.36618e-19     +4.30074e-21
   +1.71503e+03     +4.83667e-01     +1.06999e-01     +4.36029e-19     +4.12386e-21
   +1.71558e+03     +4.42907e-01     +1.03553e-01     +4.33859e-19     +3.94891e-21
   +1.71614e+03     +4.72701e-01     +1.05166e-01     +4.30274e-19     +3.83735e-21
   +1.71669e+03     +6.28845e-01     +1.29762e-01     +4.25316e-19     +3.81142e-21
   +1.71724e+03     +7.35941e-01     +1.72189e-01     +4.19834e-19     +3.84630e-21
   +1.71780e+03     +6.81753e-01     +1.86738e-01     +4.15636e-19     +3.96581e-21
   +1.71835e+03     +9.79404e-01     +1.95460e-01     +4.14629e-19     +4.28683e-21
   +1.71891e+03     +5.53017e-01     +2.05416e-01     +4.17456e-19     +4.81959e-21
   +1.71946e+03     +8.08703e-01     +1.88152e-01     +4.22940e-19     +5.32224e-21
   +1.72002e+03     +5.94404e-01     +1.55932e-01     +4.28120e-19     +5.63946e-21
   +1.72057e+03     +7.74394e-01     +1.51440e-01     +4.31021e-19     +5.80054e-21
   +1.72113e+03     +3.79037e-01     +1.48214e-01     +4.31350e-19     +5.89541e-21
   +1.72168e+03     +8.68384e-01     +1.37659e-01     +4.29982e-19     +5.93464e-21
   +1.72223e+03     +3.56724e-01     +1.34079e-01     +4.28498e-19     +5.85802e-21
   +1.72279e+03     +5.76625e-01     +1.32193e-01     +4.27535e-19     +5.65102e-21
   +1.72334e+03     +5.22769e-01     +1.20026e-01     +4.27000e-19     +5.36341e-21
   +1.72390e+03     +6.24901e-01     +1.06846e-01     +4.26538e-19     +5.03362e-21
   +1.72445e+03     +4.39399e-01     +1.10787e-01     +4.26012e-19     +4.68292e-21
   +1.72501e+03     +4.34045e-01     +1.22233e-01     +4.25706e-19     +4.36850e-21
   +1.72556e+03     +6.47527e-01     +1.25859e-01     +4.25890e-19     +4.13029e-21
   +1.72611e+03     +7.62668e-01     +1.25534e-01     +4.26633e-19     +3.98441e-21
   +1.72667e+03     +6.60580e-01     +1.23314e-01     +4.27667e-19     +3.90008e-21
   +1.72722e+03     +5.95794e-01     +1.13956e-01     +4.28766e-19     +3.84705e-21
   +1.72778e+03     +5.21110e-01     +1.21216e-01     +4.29922e-19     +3.80906e-21
   +1.72833e+03     +9.13770e-01     +1.54362e-01     +4.31217e-19     +3.78751e-21
   +1.72889e+03     +4.82190e-01     +1.68678e-01     +4.32476e-19     +3.81537e-21
   +1.72944e+03     +6.28999e-01     +1.69810e-01     +4.33258e-19     +3.88804e-21
   +1.73000e+03     +1.21530e+00     +1.68421e-01     +4.33256e-19     +3.93538e-21
   +1.73055e+03     +7.84400e-01     +1.49213e-01     +4.32559e-19     +3.92127e-21
   +1.73110e+03     +7.20733e-01     +1.30238e-01     +4.31723e-19     +3.88510e-21
   +1.73166e+03     +6.16878e-01     +1.37069e-01     +4.31352e-19     +3.87767e-21
   +1.73221e+03     +7.55201e-01     +1.39695e-01     +4.31622e-19     +3.91874e-21
   +1.73277e+03     +7.78813e-01     +1.39220e-01     +4.32377e-19     +4.01741e-21
   +1.73332e+03     +6.10136e-01     +1.35819e-01     +4.33300e-19     +4.17576e-21
   +1.73388e+03     +5.74077e-01     +1.31308e-01     +4.34080e-19     +4.38022e-21
   +1.73443e+03     +4.76289e-01     +1.58636e-01     +4.34470e-19     +4.57776e-21
   +1.73498e+03     +2.74484e-01     +1.75427e-01     +4.34256e-19     +4.66961e-21
   +1.73554e+03     +7.95038e-01     +1.79016e-01     +4.33293e-19     +4.55067e-21
   +1.73609e+03     +4.36134e-01     +1.78132e-01     +4.31738e-19     +4.24534e-21
   +1.73665e+03     +7.02595e-01     +1.60322e-01     +4.29929e-19     +3.92343e-21
   +1.73720e+03     +4.72702e-01     +1.22290e-01     +4.28152e-19     +3.78399e-21
   +1.73776e+03     +5.89865e-01     +1.06114e-01     +4.26686e-19     +3.87922e-21
   +1.73831e+03     +5.88185e-01     +1.06803e-01     +4.25923e-19     +3.97081e-21
   +1.73887e+03     +5.77829e-01     +1.20087e-01     +4.25991e-19     +3.90461e-21
   +1.73942e+03     +6.62421e-01     +1.27485e-01     +4.26765e-19     +3.82869e-21
   +1.73997e+03     +4.55757e-01     +1.30087e-01     +4.27831e-19     +3.92446e-21
   +1.74053e+03     +4.95057e-01     +1.32916e-01     +4.28674e-19     +4.11827e-21
   +1.74108e+03     +6.77423e-01     +1.42107e-01     +4.29141e-19     +4.31051e-21
   +1.74164e+03     +8.83845e-01     +1.58350e-01     +4.29400e-19     +4.53118e-21
   +1.74219e+03     +1.06735e+00     +1.64505e-01     +4.29651e-19     +4.82659e-21
   +1.74275e+03     +8.99809e-01     +1.64857e-01     +4.29935e-19     +5.16762e-21
   +1.74330e+03     +6.34902e-01     +1.63285e-01     +4.30019e-19     +5.41248e-21
   +1.74385e+03     +5.82742e-01     +1.42242e-01     +4.29690e-19     +5.45728e-21
   +1.74441e+03     +6.19099e-01     +1.15735e-01     +4.28910e-19     +5.28800e-21
   +1.74496e+03     +4.88361e-01     +1.06530e-01     +4.27814e-19     +4.94847e-21
   +1.74552e+03     +4.95536e-01     +1.03799e-01     +4.26561e-19     +4.48013e-21
   +1.74607e+03     +3.43932e-01     +1.03675e-01     +4.25164e-19     +4.05237e-21
   +1.74663e+03     +5.29336e-01     +1.06384e-01     +4.23569e-19     +4.01280e-21
   +1.74718e+03     +5.75278e-01     +1.15592e-01     +4.21923e-19     +4.54541e-21
   +1.74774e+03     +5.78214e-01     +1.19794e-01     +4.20731e-19     +5.13038e-21
   +1.74829e+03     +6.43909e-01     +1.20486e-01     +4.20291e-19     +5.24057e-21
   +1.74884e+03     +5.22658e-01     +1.24383e-01     +4.20409e-19     +4.88035e-21
   +1.74940e+03     +8.31579e-01     +1.35366e-01     +4.20536e-19     +4.36710e-21
   +1.74995e+03     +7.25307e-01     +1.36939e-01     +4.20081e-19     +4.00405e-21
   +1.75051e+03     +8.55673e-01     +1.35466e-01     +4.18833e-19     +3.86117e-21
   +1.75106e+03     +7.66613e-01     +1.34470e-01     +4.17393e-19     +3.83567e-21
   +1.75162e+03     +5.31907e-01     +1.26420e-01     +4.16557e-19     +3.85693e-21
   +1.75217e+03     +4.51537e-01     +1.10321e-01     +4.16760e-19     +3.89100e-21
   +1.75272e+03     +5.58220e-01     +1.04994e-01     +4.17984e-19     +3.94435e-21
   +1.75328e+03     +4.84462e-01     +1.04887e-01     +4.19785e-19     +4.06404e-21
   +1.75383e+03     +4.67336e-01     +1.05493e-01     +4.21701e-19     +4.30135e-21
   +1.75439e+03     +5.35748e-01     +1.07442e-01     +4.23482e-19     +4.67515e-21
   +1.75494e+03     +7.14557e-01     +1.07060e-01     +4.24880e-19     +5.11664e-21
   +1.75550e+03     +6.78913e-01     +1.06635e-01     +4.25628e-19     +5.47123e-21
   +1.75605e+03     +7.54670e-01     +1.09265e-01     +4.25679e-19     +5.61094e-21
   +1.75661e+03     +6.88842e-01     +1.12037e-01     +4.25013e-19     +5.46644e-21
   +1.75716e+03     +6.24221e-01     +1.11523e-01     +4.23718e-19     +5.06929e-21
   +1.75771e+03     +5.91296e-01     +1.14622e-01     +4.22054e-19     +4.58489e-21
   +1.75827e+03     +7.49999e-01     +1.22215e-01     +4.20341e-19     +4.21429e-21
   +1.75882e+03     +6.89394e-01     +1.21651e-01     +4.18829e-19     +4.03863e-21
   +1.75938e+03     +6.17719e-01     +1.20013e-01     +4.17459e-19     +4.01746e-21
   +1.75993e+03     +6.08108e-01     +1.20122e-01     +4.16256e-19     +4.09487e-21
   +1.76049e+03     +6.27338e-01     +1.14134e-01     +4.15462e-19     +4.15052e-21
   +1.76104e+03     +4.82262e-01     +1.06488e-01     +4.15338e-19     +4.11250e-21
   +1.76159e+03     +4.89121e-01     +1.03936e-01     +4.15793e-19     +4.11666e-21
   +1.76215e+03     +4.91425e-01     +1.03429e-01     +4.16381e-19     +4.28863e-21
   +1.76270e+03     +6.04595e-01     +1.03444e-01     +4.16570e-19     +4.48311e-21
   +1.76326e+03     +5.61973e-01     +1.03138e-01     +4.16063e-19     +4.52558e-21
   +1.76381e+03     +5.15534e-01     +1.03771e-01     +4.15199e-19     +4.49191e-21
   +1.76437e+03     +7.69662e-01     +1.04682e-01     +4.14417e-19     +4.50419e-21
   +1.76492e+03     +6.04141e-01     +1.05017e-01     +4.14149e-19     +4.64547e-21
   +1.76548e+03     +3.88708e-01     +1.06273e-01     +4.14544e-19     +4.93449e-21
   +1.76603e+03     +7.12204e-01     +1.08439e-01     +4.15312e-19     +5.29378e-21
   +1.76658e+03     +5.15332e-01     +1.10417e-01     +4.15951e-19     +5.57493e-21
   +1.76714e+03     +4.49495e-01     +1.10790e-01     +4.16096e-19     +5.63916e-21
   +1.76769e+03     +6.76649e-01     +1.13584e-01     +4.15593e-19     +5.41459e-21
   +1.76825e+03     +5.47621e-01     +1.14475e-01     +4.14425e-19     +4.92000e-21
   +1.76880e+03     +5.59910e-01     +1.11911e-01     +4.12871e-19     +4.41345e-21
   +1.76936e+03     +4.65129e-01     +1.10236e-01     +4.11368e-19     +4.17850e-21
   +1.76991e+03     +6.34077e-01     +1.08878e-01     +4.10394e-19     +4.17424e-21
   +1.77046e+03     +5.71534e-01     +1.05020e-01     +4.10231e-19     +4.16444e-21
   +1.77102e+03     +3.86088e-01     +1.03525e-01     +4.10898e-19     +4.17931e-21
   +1.77157e+03     +4.78732e-01     +1.02937e-01     +4.11841e-19     +4.42526e-21
   +1.77213e+03     +6.31334e-01     +1.03201e-01     +4.12584e-19     +4.81446e-21
   +1.77268e+03     +6.19577e-01     +1.02884e-01     +4.12848e-19     +5.09918e-21
   +1.77324e+03     +5.42433e-01     +1.02746e-01     +4.12575e-19     +5.15240e-21
   +1.77379e+03     +5.91229e-01     +1.03060e-01     +4.11849e-19     +4.98148e-21
   +1.77435e+03     +6.19047e-01     +1.02848e-01     +4.10845e-19     +4.70258e-21
   +1.77490e+03     +6.93054e-01     +1.03154e-01     +4.09677e-19     +4.42130e-21
   +1.77545e+03     +5.91410e-01     +1.03453e-01     +4.08532e-19     +4.23468e-21
   +1.77601e+03     +5.74726e-01     +1.03755e-01     +4.07656e-19     +4.14561e-21
   +1.77656e+03     +4.90524e-01     +1.04640e-01     +4.07203e-19     +4.10197e-21
   +1.77712e+03     +4.47293e-01     +1.05776e-01     +4.07078e-19     +4.10282e-21
   +1.77767e+03     +5.93628e-01     +1.06553e-01     +4.07187e-19     +4.16319e-21
   +1.77823e+03     +6.23379e-01     +1.07609e-01     +4.07488e-19     +4.27547e-21
   +1.77878e+03     +5.10262e-01     +1.08102e-01     +4.07957e-19     +4.44165e-21
   +1.77933e+03     +5.95717e-01     +1.07377e-01     +4.08429e-19     +4.64196e-21
   +1.77989e+03     +4.89557e-01     +1.06693e-01     +4.08676e-19     +4.81069e-21
   +1.78044e+03     +6.14666e-01     +1.06260e-01     +4.08603e-19     +4.89743e-21
   +1.78100e+03     +5.91830e-01     +1.05830e-01     +4.08304e-19     +4.91536e-21
   +1.78155e+03     +4.37554e-01     +1.05656e-01     +4.08035e-19     +4.94167e-21
   +1.78211e+03     +6.56276e-01     +1.05971e-01     +4.08016e-19     +5.05611e-21
   +1.78266e+03     +5.20386e-01     +1.06109e-01     +4.08265e-19     +5.27224e-21
   +1.78322e+03     +5.45254e-01     +1.05875e-01     +4.08646e-19     +5.55566e-21
   +1.78377e+03     +5.30188e-01     +1.05596e-01     +4.08962e-19     +5.83720e-21
   +1.78432e+03     +6.14500e-01     +1.05254e-01     +4.09041e-19     +6.03695e-21
   +1.78488e+03     +6.26472e-01     +1.05462e-01     +4.08843e-19     +6.11766e-21
   +1.78543e+03     +6.96864e-01     +1.04917e-01     +4.08453e-19     +6.07251e-21
   +1.78599e+03     +4.87444e-01     +1.04455e-01     +4.07932e-19     +5.89141e-21
   +1.78654e+03     +5.46493e-01     +1.04345e-01     +4.07298e-19     +5.57348e-21
   +1.78710e+03     +5.48967e-01     +1.04120e-01     +4.06552e-19     +5.16094e-21
   +1.78765e+03     +6.52945e-01     +1.04254e-01     +4.05757e-19     +4.76817e-21
   +1.78820e+03     +5.56396e-01     +1.04963e-01     +4.05000e-19     +4.48279e-21
   +1.78876e+03     +5.16045e-01     +1.05642e-01     +4.04370e-19     +4.32265e-21
   +1.78931e+03     +5.20508e-01     +1.06961e-01     +4.03772e-19     +4.22935e-21
   +1.78987e+03     +5.05217e-01     +1.08303e-01     +4.02981e-19     +4.14121e-21
   +1.79042e+03     +5.25458e-01     +1.08851e-01     +4.01820e-19     +4.03942e-21
   +1.79098e+03     +5.38068e-01     +1.08401e-01     +4.00407e-19     +3.96271e-21
   +1.79153e+03     +3.92287e-01     +1.08256e-01     +3.99151e-19     +3.93048e-21
   +1.79209e+03     +5.46635e-01     +1.07594e-01     +3.98512e-19     +3.91810e-21
   +1.79264e+03     +4.62586e-01     +1.06617e-01     +3.98734e-19     +3.94334e-21
   +1.79319e+03     +4.68562e-01     +1.06175e-01     +3.99692e-19     +4.06708e-21
   +1.79375e+03     +6.14691e-01     +1.05690e-01     +4.00784e-19     +4.25401e-21
   +1.79430e+03     +4.17126e-01     +1.05806e-01     +4.01675e-19     +4.43683e-21
   +1.79486e+03     +6.10292e-01     +1.05598e-01     +4.02272e-19     +4.60800e-21
   +1.79541e+03     +5.40963e-01     +1.06524e-01     +4.02645e-19     +4.80491e-21
   +1.79597e+03     +3.83767e-01     +1.14268e-01     +4.02878e-19     +5.04727e-21
   +1.79652e+03     +4.38299e-01     +1.34782e-01     +4.03005e-19     +5.28741e-21
   +1.79707e+03     +9.51854e-01     +1.60452e-01     +4.03024e-19     +5.45647e-21
   +1.79763e+03     +5.90535e-01     +1.73885e-01     +4.02956e-19     +5.53976e-21
   +1.79818e+03     +8.10226e-01     +1.91600e-01     +4.02785e-19     +5.54695e-21
   +1.79874e+03     +2.79641e-01     +2.07268e-01     +4.02414e-19     +5.46117e-21
   +1.79929e+03     +7.64800e-01     +2.01135e-01     +4.01725e-19     +5.26441e-21
   +1.79985e+03     +5.33662e-01     +1.91539e-01     +4.00718e-19     +4.98233e-21
   +1.80040e+03     +4.02690e-01     +2.01472e-01     +3.99578e-19     +4.69662e-21
   +1.80095e+03     +5.43518e-01     +2.06855e-01     +3.98577e-19     +4.48687e-21
   +1.80151e+03     +9.53777e-01     +1.97127e-01     +3.98060e-19     +4.40294e-21
   +1.80206e+03     +6.98788e-01     +1.92808e-01     +3.98107e-19     +4.43337e-21
   +1.80262e+03     +1.57168e-01     +1.84558e-01     +3.98464e-19     +4.53611e-21
   +1.80317e+03     +3.18362e-01     +1.62848e-01     +3.98857e-19     +4.68167e-21
   +1.80373e+03     +8.43553e-01     +1.43781e-01     +3.99076e-19     +4.84767e-21
   +1.80428e+03     +5.74575e-01     +1.37174e-01     +3.99009e-19     +5.00676e-21
   +1.80484e+03     +6.14460e-01     +1.36094e-01     +3.98613e-19     +5.12961e-21
   +1.80539e+03     +5.89009e-01     +1.33606e-01     +3.97984e-19     +5.21231e-21
   +1.80594e+03     +3.65276e-01     +1.20179e-01     +3.97228e-19     +5.27413e-21
   +1.80650e+03     +5.01490e-01     +1.11417e-01     +3.96444e-19     +5.33079e-21
   +1.80705e+03     +2.92586e-01     +1.09288e-01     +3.95666e-19     +5.37384e-21
   +1.80761e+03     +3.98042e-01     +1.07457e-01     +3.94891e-19     +5.35821e-21
   +1.80816e+03     +3.95420e-01     +1.07048e-01     +3.94060e-19     +5.24175e-21
   +1.80872e+03     +5.83150e-01     +1.06941e-01     +3.93128e-19     +5.02980e-21
   +1.80927e+03     +5.56277e-01     +1.09441e-01     +3.92114e-19     +4.76832e-21
   +1.80982e+03     +4.38822e-01     +1.18526e-01     +3.91021e-19     +4.49554e-21
   +1.81038e+03     +3.41670e-01     +1.75149e-01     +3.89866e-19     +4.24574e-21
   +1.81093e+03     +9.89195e-01     +2.35005e-01     +3.88755e-19     +4.06652e-21
   +1.81149e+03     +1.02734e+00     +2.51598e-01     +3.87936e-19     +3.99274e-21
   +1.81204e+03     +9.02840e-01     +2.60403e-01     +3.87654e-19     +3.99213e-21
   +1.81260e+03     +1.11572e+00     +2.66793e-01     +3.87974e-19     +4.03070e-21
   +1.81315e+03     +2.49645e-01     +2.29088e-01     +3.88678e-19     +4.13916e-21
   +1.81371e+03     +3.33375e-01     +1.84330e-01     +3.89326e-19     +4.31291e-21
   +1.81426e+03     +3.05952e-01     +1.72899e-01     +3.89514e-19     +4.42644e-21
   +1.81481e+03     +5.95694e-01     +1.61225e-01     +3.89203e-19     +4.40742e-21
   +1.81537e+03     +3.69232e-01     +1.44466e-01     +3.88623e-19     +4.31710e-21
   +1.81592e+03     +4.79196e-01     +1.39072e-01     +3.88098e-19     +4.25494e-21
   +1.81648e+03     +7.05390e-01     +1.38070e-01     +3.87830e-19     +4.26779e-21
   +1.81703e+03     +7.11034e-01     +1.33040e-01     +3.87808e-19     +4.35817e-21
   +1.81759e+03     +7.31920e-01     +1.21212e-01     +3.87781e-19     +4.44760e-21
   +1.81814e+03     +5.07180e-01     +1.15895e-01     +3.87548e-19     +4.44853e-21
   +1.81869e+03     +7.54843e-01     +1.34778e-01     +3.87025e-19     +4.34991e-21
   +1.81925e+03     +7.72763e-01     +1.52257e-01     +3.86261e-19     +4.22307e-21
   +1.81980e+03     +7.79698e-01     +1.56704e-01     +3.85295e-19     +4.11895e-21
   +1.82036e+03     +6.29770e-01     +1.56062e-01     +3.84191e-19     +4.04329e-21
   +1.82091e+03     +6.48674e-01     +1.50505e-01     +3.83124e-19     +3.99187e-21
   +1.82147e+03     +5.88929e-01     +1.29864e-01     +3.82388e-19     +3.97050e-21
   +1.82202e+03     +5.92009e-01     +1.39559e-01     +3.82224e-19     +3.97324e-21
   +1.82258e+03     +9.33847e-01     +1.94417e-01     +3.82608e-19     +3.98446e-21
   +1.82313e+03     +1.10720e+00     +2.20088e-01     +3.83166e-19     +4.00723e-21
   +1.82368e+03     +9.84515e-01     +2.22791e-01     +3.83330e-19     +4.04974e-21
   +1.82424e+03     +6.34642e-01     +2.21044e-01     +3.82884e-19     +4.08760e-21
   +1.82479e+03     +7.75758e-01     +1.95302e-01     +3.82008e-19     +4.09988e-21
   +1.82535e+03     +7.95845e-01     +1.41969e-01     +3.81195e-19     +4.10120e-21
   +1.82590e+03     +3.28105e-01     +1.42448e-01     +3.80884e-19     +4.11492e-21
   +1.82646e+03     +2.28795e-01     +1.60182e-01     +3.81200e-19     +4.15420e-21
   +1.82701e+03     +1.03978e+00     +1.64195e-01     +3.81831e-19     +4.20896e-21
   +1.82756e+03     +6.44673e-01     +1.64418e-01     +3.82419e-19     +4.24862e-21
   +1.82812e+03     +5.43795e-01     +1.59383e-01     +3.82717e-19     +4.24735e-21
   +1.82867e+03     +3.58087e-01     +1.51103e-01     +3.82641e-19     +4.21006e-21
   +1.82923e+03     -4.79666e-03     +1.99627e-01     +3.82275e-19     +4.16784e-21
   +1.82978e+03     +3.80640e-01     +2.33673e-01     +3.81869e-19     +4.14763e-21
   +1.83034e+03     +5.05100e-01     +2.38051e-01     +3.81659e-19     +4.15425e-21
   +1.83089e+03     -6.72647e-02     +2.37624e-01     +3.81737e-19     +4.20187e-21
   +1.83145e+03     +9.56085e-01     +2.14547e-01     +3.82041e-19     +4.31981e-21
   +1.83200e+03     +5.39378e-01     +1.54065e-01     +3.82407e-19     +4.50896e-21
   +1.83255e+03     +5.34566e-01     +1.19793e-01     +3.82683e-19     +4.72099e-21
   +1.83311e+03     +6.72274e-01     +1.18033e-01     +3.82779e-19     +4.89896e-21
   +1.83366e+03     +3.90519e-01     +1.31404e-01     +3.82673e-19     +5.00604e-21
   +1.83422e+03     +4.63531e-01     +1.55555e-01     +3.82292e-19     +5.01668e-21
   +1.83477e+03     +5.70868e-01     +1.63586e-01     +3.81516e-19     +4.90490e-21
   +1.83533e+03     +7.58785e-01     +1.61962e-01     +3.80215e-19     +4.65821e-21
   +1.83588e+03     +5.36106e-01     +1.59547e-01     +3.78289e-19     +4.31485e-21
   +1.83643e+03     +4.31113e-01     +1.61393e-01     +3.75959e-19     +4.05827e-21
   +1.83699e+03     +5.74911e-01     +1.91111e-01     +3.73742e-19     +4.08348e-21
   +1.83754e+03     +4.89266e-01     +2.07995e-01     +3.72229e-19     +4.26829e-21
   +1.83810e+03     +5.00051e-01     +2.10175e-01     +3.71629e-19     +4.32643e-21
   +1.83865e+03     +9.81593e-01     +2.07910e-01     +3.71778e-19     +4.18531e-21
   +1.83921e+03     +8.44685e-01     +1.82078e-01     +3.72195e-19     +4.04109e-21
   +1.83976e+03     +6.01804e-01     +1.34459e-01     +3.72388e-19     +4.03423e-21
   +1.84032e+03     +4.84671e-01     +1.14807e-01     +3.72139e-19     +4.06285e-21
   +1.84087e+03     +5.62640e-01     +1.12518e-01     +3.71414e-19     +4.07850e-21
   +1.84142e+03     +4.21059e-01     +1.11119e-01     +3.70234e-19     +4.25626e-21
   +1.84198e+03     +5.87748e-01     +1.09976e-01     +3.68695e-19     +4.78821e-21
   +1.84253e+03     +5.14928e-01     +1.17126e-01     +3.66952e-19     +5.62582e-21
   +1.84309e+03     +4.67444e-01     +1.35084e-01     +3.65259e-19     +6.50096e-21
   +1.84364e+03     +6.84469e-01     +1.43591e-01     +3.63978e-19     +7.07263e-21
   +1.84420e+03     +3.26589e-01     +1.45083e-01     +3.63260e-19     +7.15966e-21
